,"(('electricity', 'demand_elec'), 'flow')","(('electricity', 'electricity_excess'), 'flow')","(('pp_coal_new', 'electricity'), 'flow')","(('pp_gas', 'electricity'), 'flow')","(('pp_lignite_new', 'electricity'), 'flow')","(('pv', 'electricity'), 'flow')","(('pv_old', 'electricity'), 'flow')","(('wind_off', 'electricity'), 'flow')","(('wind_off_old', 'electricity'), 'flow')","(('wind_on', 'electricity'), 'flow')","(('wind_on_old', 'electricity'), 'flow')"
2018-01-01 00:00:00,49340.81738477318,5846.4081,43211.773,-0.0,0.0,0.0,0.0,0.0,3782.14,0.0,8193.312
2018-01-01 01:00:00,45761.6564562183,9828.755,43211.773,-0.0,0.0,0.0,0.0,0.0,3698.75,0.0,8679.887999999999
2018-01-01 02:00:00,44795.746113207184,11066.929,43211.773,-0.0,0.0,0.0,0.0,0.0,3515.83,0.0,9135.072
2018-01-01 03:00:00,43962.15225554006,12039.475,43211.773,-0.0,0.0,0.0,0.0,0.0,3660.014,0.0,9129.84
2018-01-01 04:00:00,44187.09028062484,12490.651,43211.773,-0.0,0.0,0.0,0.0,0.0,3912.336,0.0,9553.632000000001
2018-01-01 05:00:00,45239.00633910955,11780.995,43211.773,-0.0,0.0,0.0,0.0,0.0,4029.620000000001,0.0,9778.608
2018-01-01 06:00:00,48057.3474769365,9759.022,43211.773,-0.0,0.0,0.0,0.0,0.0,4145.8279999999995,0.0,10458.768
2018-01-01 07:00:00,54898.109769220675,3714.8837,43211.773,-0.0,0.0,0.0,0.0,0.0,4309.379999999999,0.0,11091.84
2018-01-01 08:00:00,60759.730069959354,12624.459,43211.773,-0.0,0.0,12100.0,1926.7600000000002,0.0,4211.464,0.0,11934.192
2018-01-01 09:00:00,62208.595584476025,38230.952,43211.773,-0.0,0.0,34650.0,5517.54,0.0,4231.37,0.0,12828.864
2018-01-01 10:00:00,62499.6918522328,52743.622,43211.773,-0.0,0.0,48125.0,7663.249999999999,0.0,4356.186,0.0,11887.104000000001
2018-01-01 11:00:00,63028.95779360875,62174.816,43211.773,-0.0,0.0,56650.0,9020.740000000002,0.0,4470.78,0.0,11850.48
2018-01-01 12:00:00,63386.212304037515,62723.451,43211.773,-0.0,0.0,56925.0,9064.529999999999,0.0,4435.272,0.0,12473.088
2018-01-01 13:00:00,62823.86724132557,49488.284,43211.773,-0.0,0.0,43450.0,6918.82,0.0,4505.75,0.0,14225.807999999999
2018-01-01 14:00:00,62446.7652580952,22871.078,43211.773,-0.0,0.0,17600.0,2802.56,0.0,4626.262,0.0,17077.248
2018-01-01 15:00:00,61930.73096525365,5788.2085,43211.773,-0.0,0.0,550.0,87.58,0.0,4741.394,0.0,19128.192
2018-01-01 16:00:00,61771.951182840865,6321.7543,43211.773,-0.0,0.0,0.0,0.0,0.0,4853.836,0.0,20028.095999999998
2018-01-01 17:00:00,62883.409659730365,6513.4418,43211.773,-0.0,0.0,0.0,0.0,0.0,5000.71,0.0,21184.368
2018-01-01 18:00:00,64616.755617736606,6617.9278,43211.773,-0.0,0.0,0.0,0.0,0.0,5127.678,0.0,22895.232
2018-01-01 19:00:00,63769.93011153508,9707.4393,43211.773,-0.0,0.0,0.0,0.0,0.0,5193.852,0.0,25071.744000000002
2018-01-01 20:00:00,62155.66899033843,13500.862,43211.773,-0.0,0.0,0.0,0.0,0.0,5233.126,0.0,27211.632
2018-01-01 21:00:00,58854.37268100592,18537.623,43211.773,-0.0,0.0,0.0,0.0,0.0,5252.494,0.0,28927.727999999996
2018-01-01 22:00:00,55797.8618695598,23246.276,43211.773,-0.0,0.0,0.0,0.0,0.0,5267.02,0.0,30565.344
2018-01-01 23:00:00,52628.882045571285,27842.811,43211.773,-0.0,0.0,0.0,0.0,0.0,5276.704,0.0,31983.215999999997
2018-01-02 00:00:00,48943.867928741216,32990.392,43211.773,-0.0,0.0,0.0,0.0,0.0,5284.773999999999,0.0,33437.712
2018-01-02 01:00:00,46092.447669578265,37626.462,43211.773,-0.0,0.0,0.0,0.0,0.0,5285.312,0.0,35221.824
2018-01-02 02:00:00,44180.47445635764,41461.121,43211.773,-0.0,0.0,0.0,0.0,0.0,5282.622,0.0,37147.2
2018-01-02 03:00:00,43174.86916774333,44181.652,43211.773,-0.0,-0.0,0.0,0.0,0.0,5297.148,0.0,38847.600000000006
2018-01-02 04:00:00,43346.88059869051,45472.059,43211.773,-0.0,-0.0,0.0,0.0,0.0,5299.838,0.0,40307.328
2018-01-02 05:00:00,44498.03402118321,45900.969,43211.773,-0.0,-0.0,0.0,0.0,0.0,5299.838,0.0,41887.392
2018-01-02 06:00:00,47322.99098327736,43246.126,43211.773,-0.0,-0.0,0.0,0.0,0.0,5302.528,0.0,42054.816
2018-01-02 07:00:00,54137.28997849275,36213.549,43211.773,-0.0,0.0,0.0,0.0,0.0,5298.762,0.0,41840.304
2018-01-02 08:00:00,60104.763467506615,36205.858,43211.773,-0.0,0.0,5500.0,875.8000000000001,0.0,5296.072,0.0,41426.975999999995
2018-01-02 09:00:00,61692.56129163447,44603.094,43211.773,-0.0,0.0,14575.0,2320.87,0.0,5284.236,0.0,40903.776000000005
2018-01-02 10:00:00,61480.85491508409,52819.403,43211.773,-0.0,0.0,22275.0,3546.9900000000002,0.0,5278.318,0.0,39988.176
2018-01-02 11:00:00,61732.25623723767,57960.519,43211.773,-0.0,0.0,27225.0,4335.21,0.0,5283.16,0.0,39637.632000000005
2018-01-02 12:00:00,61977.04173512404,60491.168,43211.773,-0.0,0.0,30250.0,4816.9,0.0,5289.616,0.0,38899.920000000006
2018-01-02 13:00:00,61295.6118356025,54332.764,43211.773,-0.0,0.0,24750.0,3941.1,0.0,5291.2300000000005,0.0,38434.272000000004
2018-01-02 14:00:00,60210.61665578181,39690.285,43211.773,-0.0,0.0,11550.0,1839.18,0.0,5284.236,0.0,38015.712
2018-01-02 15:00:00,59092.542354625104,28694.015,43211.773,-0.0,0.0,825.0,131.37,0.0,5278.318,0.0,38340.096
2018-01-02 16:00:00,58530.19729191316,28500.662,43211.773,-0.0,0.0,0.0,0.0,0.0,5269.71,0.0,38549.376000000004
2018-01-02 17:00:00,60329.7014925914,26866.82,43211.773,-0.0,0.0,0.0,0.0,0.0,5262.715999999999,0.0,38722.032
2018-01-02 18:00:00,62294.601299949616,24707.946,43211.773,-0.0,0.0,0.0,0.0,0.0,5267.558,0.0,38523.216
2018-01-02 19:00:00,61189.75864732732,25485.715,43211.773,-0.0,0.0,0.0,0.0,0.0,5264.868,0.0,38198.831999999995
2018-01-02 20:00:00,59357.17532531308,27021.93,43211.773,-0.0,0.0,0.0,0.0,0.0,5256.26,0.0,37911.072
2018-01-02 21:00:00,56135.26890718697,30447.885,43211.773,-0.0,0.0,0.0,0.0,0.0,5256.26,0.0,38115.12
2018-01-02 22:00:00,53303.69612082562,33469.181,43211.773,-0.0,0.0,0.0,0.0,0.0,5268.096,0.0,38293.008
2018-01-02 23:00:00,51173.40070678741,35469.753,43211.773,-0.0,0.0,0.0,0.0,0.0,5269.1720000000005,0.0,38162.208000000006
2018-01-03 00:00:00,47971.3417614629,37785.788,43211.773,-0.0,0.0,0.0,0.0,0.0,5241.196,0.0,37304.159999999996
2018-01-03 01:00:00,45060.37908389516,38814.924,43211.773,-0.0,0.0,0.0,0.0,0.0,5169.642,0.0,35493.888
2018-01-03 02:00:00,43452.733786965706,37797.706,43211.773,-0.0,0.0,0.0,0.0,0.0,5113.6900000000005,0.0,32924.975999999995
2018-01-03 03:00:00,42427.2810255498,35984.186,43211.773,-0.0,0.0,0.0,0.0,0.0,5110.4619999999995,0.0,30089.231999999996
2018-01-03 04:00:00,42116.33728499143,33127.726,43211.773,-0.0,0.0,0.0,0.0,0.0,5150.274,0.0,26882.016000000003
2018-01-03 05:00:00,42195.72717619782,32183.106,43211.773,-0.0,0.0,0.0,0.0,0.0,5174.484,0.0,25992.576
2018-01-03 06:00:00,42156.03223059462,32966.283,43211.773,-0.0,0.0,0.0,0.0,0.0,5175.022,0.0,26735.52
2018-01-03 07:00:00,42797.767184512966,33267.626,43211.773,-0.0,0.0,0.0,0.0,0.0,5165.876,0.0,27687.744
2018-01-03 08:00:00,45662.41909221031,37051.536,43211.773,-0.0,0.0,5225.0,832.01,0.0,5140.052000000001,0.0,28305.120000000003
2018-01-03 09:00:00,48388.138690296466,45312.735,43211.773,-0.0,0.0,15125.0,2408.45,0.0,5090.018,0.0,27865.631999999998
2018-01-03 10:00:00,50399.34926752508,49643.242,43211.773,-0.0,0.0,20900.0,3328.04,0.0,4967.354,0.0,27635.424
2018-01-03 11:00:00,51365.259610536195,50477.778,43211.773,-0.0,0.0,22825.0,3634.57,0.0,4740.318,0.0,27431.376
2018-01-03 12:00:00,51834.983133507354,44996.71,43211.773,-0.0,0.0,19800.0,3152.8800000000006,0.0,4381.472,0.0,26285.568
2018-01-03 13:00:00,50935.23103316824,37091.074,43211.773,-0.0,0.0,14300.0,2277.0800000000004,0.0,4044.684,0.0,24192.768
2018-01-03 14:00:00,49201.88507516199,27380.468,43211.773,-0.0,0.0,6325.0,1007.17,0.0,3891.3540000000003,0.0,22147.056
2018-01-03 15:00:00,48315.364623357265,20530.035,43211.773,-0.0,0.0,550.0,87.58,0.0,4000.03,0.0,20996.016
2018-01-03 16:00:00,48705.698255122035,18597.565,43211.773,-0.0,0.0,0.0,0.0,0.0,4173.266,0.0,19918.224
2018-01-03 17:00:00,50915.38356036663,16250.828,43211.773,-0.0,0.0,0.0,0.0,0.0,4402.454,0.0,19551.984
2018-01-03 18:00:00,53958.662723278365,13419.735,43211.773,-0.0,0.0,0.0,0.0,0.0,4489.072,0.0,19677.552
2018-01-03 19:00:00,53614.63986138399,13937.8,43211.773,-0.0,0.0,0.0,0.0,0.0,4558.474,0.0,19782.192
2018-01-03 20:00:00,51973.91544311854,16453.062,43211.773,-0.0,0.0,0.0,0.0,0.0,4606.356,0.0,20608.847999999998
2018-01-03 21:00:00,49406.97562744517,19813.706,43211.773,-0.0,0.0,0.0,0.0,0.0,4625.724,0.0,21383.184
2018-01-03 22:00:00,47733.172087843726,23458.991,43211.773,-0.0,0.0,0.0,0.0,0.0,4609.046,0.0,23371.344
2018-01-03 23:00:00,46932.65735151259,25269.994,43211.773,-0.0,0.0,0.0,0.0,0.0,4520.814,0.0,24470.064
2018-01-04 00:00:00,44451.72325131282,28663.232,43211.773,-0.0,0.0,0.0,0.0,0.0,4439.038,0.0,25464.144
2018-01-04 01:00:00,42288.348715938606,31431.595,43211.773,-0.0,0.0,0.0,0.0,0.0,4369.098,0.0,26139.072
2018-01-04 02:00:00,40588.081879268364,33317.402,43211.773,-0.0,0.0,0.0,0.0,0.0,4266.878,0.0,26426.832
2018-01-04 03:00:00,39648.63483332605,33340.535,43211.773,-0.0,0.0,0.0,0.0,0.0,4145.8279999999995,0.0,25631.568
2018-01-04 04:00:00,39225.222080225285,33092.677,43211.773,-0.0,0.0,0.0,0.0,0.0,4107.63,0.0,24998.496
2018-01-04 05:00:00,38980.4365823389,32519.469,43211.773,-0.0,0.0,0.0,0.0,0.0,4137.22,0.0,24150.912
2018-01-04 06:00:00,38715.80361165093,32272.846,43211.773,-0.0,0.0,0.0,0.0,0.0,4191.02,0.0,23585.856
2018-01-04 07:00:00,38239.46426441257,33090.261,43211.773,-0.0,0.0,275.0,43.79,0.0,4145.29,0.0,23653.872
2018-01-04 08:00:00,39761.103845868434,47402.07,43211.773,-0.0,0.0,14575.0,2320.87,0.0,3930.09,0.0,23125.44
2018-01-04 09:00:00,42427.2810255498,72849.348,43211.773,-0.0,0.0,39875.0,6349.549999999999,0.0,3803.122,0.0,22037.184
2018-01-04 10:00:00,45159.61644790315,82592.673,43211.773,-0.0,0.0,50600.0,8057.36,0.0,3668.084,0.0,22215.072
2018-01-04 11:00:00,46926.0415272454,83881.718,43211.773,-0.0,0.0,53075.0,8451.47,0.0,3519.596,0.0,22549.92
2018-01-04 12:00:00,48606.460891114046,73252.001,43211.773,-0.0,0.0,44825.0,7137.77,0.0,3354.4300000000003,0.0,23329.488
2018-01-04 13:00:00,48050.73165266929,58060.214,43211.773,-0.0,0.0,31350.0,4992.06,0.0,3290.4080000000004,0.0,23266.703999999998
2018-01-04 14:00:00,46469.54965280864,41015.974,43211.773,-0.0,0.0,15675.0,2496.03,0.0,3129.008,0.0,22973.712
2018-01-04 15:00:00,45364.70700018633,24252.276,43211.773,-0.0,0.0,1100.0,175.16,0.0,2899.282,0.0,22230.768
2018-01-04 16:00:00,45483.79183699592,21265.78,43211.773,-0.0,0.0,0.0,0.0,0.0,2646.422,0.0,20891.376
2018-01-04 17:00:00,47713.32461504212,17290.909,43211.773,-0.0,0.0,0.0,0.0,0.0,2439.292,0.0,19353.168
2018-01-04 18:00:00,51404.9545561394,11971.817,43211.773,-0.0,0.0,0.0,0.0,0.0,2370.966,0.0,17794.032
2018-01-04 19:00:00,52112.84775272973,9724.3177,43211.773,-0.0,0.0,0.0,0.0,0.0,2453.28,0.0,16172.112
2018-01-04 20:00:00,51027.852572909025,9116.6349,43211.773,-0.0,0.0,0.0,0.0,0.0,2638.89,0.0,14293.824
2018-01-04 21:00:00,49526.06046425476,9845.277,43211.773,-0.0,0.0,0.0,0.0,0.0,2891.212,0.0,13268.351999999999
2018-01-04 22:00:00,48328.59627189167,10519.489,43211.773,-0.0,0.0,0.0,0.0,0.0,3079.512,0.0,12556.8
2018-01-04 23:00:00,48282.285502021274,10538.134,43211.773,-0.0,0.0,0.0,0.0,0.0,3119.8619999999996,0.0,12488.784
2018-01-05 00:00:00,45953.51535996708,12809.54,43211.773,-0.0,0.0,0.0,0.0,0.0,3088.6580000000004,0.0,12462.624
2018-01-05 01:00:00,43942.304782738465,15419.255,43211.773,-0.0,0.0,0.0,0.0,0.0,2897.13,0.0,13252.656
2018-01-05 02:00:00,42486.82344395459,17461.728,43211.773,-0.0,0.0,0.0,0.0,0.0,2819.658,0.0,13917.12
2018-01-05 03:00:00,41990.63662391464,18622.701,43211.773,-0.0,0.0,0.0,0.0,0.0,2736.2680000000005,0.0,14665.296
2018-01-05 04:00:00,42162.64805486182,18688.925,43211.773,-0.0,0.0,0.0,0.0,0.0,2571.64,0.0,15068.160000000002
2018-01-05 05:00:00,43254.25905894973,18194.392,43211.773,-0.0,0.0,0.0,0.0,0.0,2347.2940000000003,0.0,15889.584
2018-01-05 06:00:00,46668.024380824616,15538.283,43211.773,-0.0,0.0,0.0,0.0,0.0,2121.334,0.0,16873.2
2018-01-05 07:00:00,53905.736129140765,8978.5533,43211.773,-0.0,0.0,550.0,87.58,0.0,1973.384,0.0,17061.552
2018-01-05 08:00:00,59853.36214535303,21986.449,43211.773,-0.0,0.0,16775.0,2671.19,0.0,1874.3919999999998,0.0,17307.456
2018-01-05 09:00:00,61388.2333753433,42236.48,43211.773,-0.0,0.0,35750.0,5692.7,0.0,1751.728,0.0,17218.512
2018-01-05 10:00:00,61414.696672412094,51264.855,43211.773,-0.0,0.0,44275.0,7050.1900000000005,0.0,1677.4840000000002,0.0,16465.104
2018-01-05 11:00:00,61679.32964310007,57245.468,43211.773,-0.0,0.0,50875.0,8101.15,0.0,1605.9299999999998,0.0,15130.944000000001
2018-01-05 12:00:00,62056.431626330435,53563.014,43211.773,-0.0,0.0,49775.0,7925.990000000001,0.0,1485.4180000000001,0.0,13221.264
2018-01-05 13:00:00,61666.09799456567,42612.423,43211.773,-0.0,0.0,42350.0,6743.66,0.0,1299.808,0.0,10673.279999999999
2018-01-05 14:00:00,61216.221944396115,21606.251,43211.773,-0.0,0.0,25300.0,4028.68,0.0,1068.468,0.0,9213.552
2018-01-05 15:00:00,60693.57182728736,0.0,43211.773,4500.6464,0.0,3300.0,525.48,0.0,862.9519999999999,0.0,8292.72
2018-01-05 16:00:00,60845.735785432946,0.0,43211.773,9880.9383,0.0,0.0,0.0,0.0,731.6800000000001,0.0,7021.344000000001
2018-01-05 17:00:00,62413.68613675921,0.0,43211.773,12719.889,0.0,0.0,0.0,0.0,669.2719999999999,0.0,5812.752
2018-01-05 18:00:00,64636.60309053821,0.0,43211.773,15778.366,0.0,0.0,0.0,0.0,649.904,0.0,4996.56
2018-01-05 19:00:00,63875.783299810275,0.0,43211.773,15600.45,0.0,0.0,0.0,0.0,647.752,0.0,4415.808
2018-01-05 20:00:00,62466.612730896806,0.0,43211.773,14873.295,0.0,0.0,0.0,0.0,656.36,0.0,3725.1839999999997
2018-01-05 21:00:00,59456.41268932108,0.0,43211.773,12379.099,0.0,0.0,0.0,0.0,689.716,0.0,3175.824
2018-01-05 22:00:00,56545.45001175333,0.0,43211.773,9871.3766,0.0,0.0,0.0,0.0,752.124,0.0,2710.176
2018-01-05 23:00:00,54084.36338435515,0.0,43211.773,7657.0539,0.0,0.0,0.0,0.0,834.976,0.0,2380.56
2018-01-06 00:00:00,50617.67146834266,0.0,43211.773,4426.42,0.0,0.0,0.0,0.0,907.606,0.0,2071.8720000000003
2018-01-06 01:00:00,48295.51715055567,0.0,43211.773,2295.3877,0.0,0.0,0.0,0.0,978.084,0.0,1810.272
2018-01-06 02:00:00,46654.792732290225,0.0,43211.773,548.71729,0.0,0.0,0.0,0.0,1120.654,0.0,1773.648
2018-01-06 03:00:00,45735.1931591495,553.54628,43211.773,-0.0,0.0,0.0,0.0,0.0,1256.23,0.0,1820.7359999999999
2018-01-06 04:00:00,45893.972941562286,652.0365,43211.773,-0.0,0.0,0.0,0.0,0.0,1346.0759999999998,0.0,1988.1599999999999
2018-01-06 05:00:00,46707.71932642781,385.43212,43211.773,-0.0,0.0,0.0,0.0,0.0,1474.6580000000001,0.0,2406.72
2018-01-06 06:00:00,49387.12815464358,0.0,43211.773,1416.4387,0.0,0.0,0.0,0.0,1593.556,0.0,3165.36
2018-01-06 07:00:00,55890.48340930059,0.0,43211.773,6240.978,0.0,550.0,87.58,0.0,1672.104,0.0,4128.048
2018-01-06 08:00:00,61275.76436280091,5026.7991,43211.773,-0.0,0.0,14575.0,2320.87,0.0,1758.184,0.0,4436.736
2018-01-06 09:00:00,62598.929216240795,24811.322,43211.773,-0.0,0.0,33275.0,5298.59,0.0,1805.528,0.0,3819.3599999999997
2018-01-06 10:00:00,62380.60701542321,40661.76,43211.773,-0.0,0.0,46750.0,7444.3,0.0,1858.79,0.0,3777.504
2018-01-06 11:00:00,62737.86152585198,48869.938,43211.773,-0.0,0.0,53625.0,8539.050000000001,0.0,1926.04,0.0,4305.936
2018-01-06 12:00:00,63161.27427895274,45309.827,43211.773,-0.0,0.0,50325.0,8013.57,0.0,1992.2140000000002,0.0,4928.544
2018-01-06 13:00:00,62559.23427063759,31765.119,43211.773,-0.0,0.0,37675.0,5999.23,0.0,2054.6220000000003,0.0,5383.728
2018-01-06 14:00:00,62082.89492339924,12622.941,43211.773,-0.0,0.0,18700.0,2977.7200000000003,0.0,2151.462,0.0,7664.879999999999
2018-01-06 15:00:00,61646.25052176407,0.0,43211.773,2903.2751,0.0,1650.0,262.74,0.0,2437.678,0.0,11180.784
2018-01-06 16:00:00,61599.93975189368,0.0,43211.773,3191.4263,0.0,0.0,0.0,0.0,2734.116,0.0,12462.624
2018-01-06 17:00:00,63075.26856347915,0.0,43211.773,4364.6691,0.0,0.0,0.0,0.0,2931.5620000000004,0.0,12567.264
2018-01-06 18:00:00,64861.54111562299,0.0,43211.773,6195.9317,0.0,0.0,0.0,0.0,2912.732,0.0,12541.104
2018-01-06 19:00:00,63855.935827008674,0.0,43211.773,5707.6244,0.0,0.0,0.0,0.0,2651.802,0.0,12284.736
2018-01-06 20:00:00,62552.6184463704,0.0,43211.773,4847.671,0.0,0.0,0.0,0.0,2396.79,0.0,12096.384
2018-01-06 21:00:00,59390.25444664908,0.0,43211.773,1805.389,0.0,0.0,0.0,0.0,2234.852,0.0,12138.24
2018-01-06 22:00:00,56763.77221257091,835.56723,43211.773,-0.0,0.0,0.0,0.0,0.0,2437.678,0.0,11949.887999999999
2018-01-06 23:00:00,54176.984924095945,3260.6225,43211.773,-0.0,0.0,0.0,0.0,0.0,2720.666,0.0,11505.168000000001
2018-01-07 00:00:00,50458.89168592988,6672.1138,43211.773,-0.0,0.0,0.0,0.0,0.0,2853.5519999999997,0.0,11065.68
2018-01-07 01:00:00,47898.567694523714,9006.1697,43211.773,-0.0,0.0,0.0,0.0,0.0,2768.548,0.0,10924.416000000001
2018-01-07 02:00:00,46449.702180007036,10483.547,43211.773,-0.0,0.0,0.0,0.0,0.0,2587.78,0.0,11133.696
2018-01-07 03:00:00,45391.170297255136,11611.155,43211.773,-0.0,0.0,0.0,0.0,0.0,2322.008,0.0,11468.544
2018-01-07 04:00:00,45530.10260686632,11304.661,43211.773,-0.0,0.0,0.0,0.0,0.0,1955.6299999999999,0.0,11667.36
2018-01-07 05:00:00,46654.792732290225,9738.2207,43211.773,-0.0,0.0,0.0,0.0,0.0,1702.232,0.0,11479.008
2018-01-07 06:00:00,49406.97562744517,6478.0098,43211.773,-0.0,0.0,0.0,0.0,0.0,1759.26,0.0,10913.952000000001
2018-01-07 07:00:00,56227.89044692776,83.728996,43211.773,-0.0,0.0,275.0,43.79,0.0,2065.92,0.0,10715.136
2018-01-07 08:00:00,62122.58986900243,3822.5656,43211.773,-0.0,0.0,8800.0,1401.28,0.0,2392.486,0.0,10139.616
2018-01-07 09:00:00,63584.687032053494,19889.876,43211.773,-0.0,0.0,24750.0,3941.1,0.0,2703.45,0.0,8868.24
2018-01-07 10:00:00,63412.67560110632,29807.462,43211.773,-0.0,0.0,33550.0,5342.38,0.0,2969.76,0.0,8146.224
2018-01-07 11:00:00,63981.63648808546,37746.905,43211.773,-0.0,0.0,40150.0,6393.339999999999,0.0,3099.956,0.0,8873.472
2018-01-07 12:00:00,64517.51825372862,33543.525,43211.773,-0.0,0.0,36850.0,5867.860000000001,0.0,3080.05,0.0,9051.36
2018-01-07 13:00:00,64008.09978515426,26425.642,43211.773,-0.0,0.0,30250.0,4816.9,0.0,3046.1560000000004,0.0,9108.912
2018-01-07 14:00:00,63505.297140847106,10819.0,43211.773,-0.0,0.0,15125.0,2408.45,0.0,3136.002,0.0,10443.072
2018-01-07 15:00:00,62989.26284800555,0.0,43211.773,2225.4754,0.0,1650.0,262.74,0.0,3396.394,0.0,12242.88
2018-01-07 16:00:00,62995.87867227276,0.0,43211.773,3076.5992,0.0,0.0,0.0,0.0,3695.522,0.0,13011.984
2018-01-07 17:00:00,64464.591659591024,0.0,43211.773,3665.8762,0.0,0.0,0.0,0.0,3978.51,0.0,13608.432
2018-01-07 18:00:00,66158.24267199407,0.0,43211.773,4676.9972,0.0,0.0,0.0,0.0,4273.872,0.0,13995.6
2018-01-07 19:00:00,65245.25892312055,0.0,43211.773,3346.2175,0.0,0.0,0.0,0.0,4550.4039999999995,0.0,14136.864
2018-01-07 20:00:00,63703.77186886309,0.0,43211.773,999.39043,0.0,0.0,0.0,0.0,4764.528,0.0,14728.079999999998
2018-01-07 21:00:00,60283.390722721,3023.0887,43211.773,-0.0,0.0,0.0,0.0,0.0,4874.818,0.0,15219.887999999999
2018-01-07 22:00:00,57491.51288196285,6906.6666,43211.773,-0.0,0.0,0.0,0.0,0.0,4961.974,0.0,16224.431999999999
2018-01-07 23:00:00,54401.92294918073,11202.36,43211.773,-0.0,0.0,0.0,0.0,0.0,4985.646,0.0,17406.864
2018-01-08 00:00:00,50657.36641394586,15751.959,43211.773,-0.0,0.0,0.0,0.0,0.0,4979.728,0.0,18217.824
2018-01-08 01:00:00,47726.55626357652,19710.541,43211.773,-0.0,0.0,0.0,0.0,0.0,4987.26,0.0,19238.064000000002
2018-01-08 02:00:00,45847.66217169189,22757.099,43211.773,-0.0,0.0,0.0,0.0,0.0,4982.956,0.0,20410.032
2018-01-08 03:00:00,45066.99490816236,24483.481,43211.773,-0.0,0.0,0.0,0.0,0.0,4955.518,0.0,21383.184
2018-01-08 04:00:00,45364.70700018633,24631.052,43211.773,-0.0,0.0,0.0,0.0,0.0,4861.906,0.0,21922.079999999998
2018-01-08 05:00:00,46310.769870395845,23906.212,43211.773,-0.0,0.0,0.0,0.0,0.0,4706.424,0.0,22298.784
2018-01-08 06:00:00,48626.30836391564,21933.159,43211.773,-0.0,0.0,0.0,0.0,0.0,4546.638,0.0,22801.056
2018-01-08 07:00:00,55255.36427964945,15363.145,43211.773,-0.0,0.0,0.0,0.0,0.0,4239.44,0.0,23167.296000000002
2018-01-08 08:00:00,61189.75864732732,13423.687,43211.773,-0.0,0.0,4125.0,656.85,0.0,3991.422,0.0,22628.4
2018-01-08 09:00:00,62420.30196102641,19303.307,43211.773,-0.0,0.0,10450.0,1664.02,0.0,3738.024,0.0,22659.791999999998
2018-01-08 10:00:00,61771.951182840865,24793.356,43211.773,-0.0,0.0,14300.0,2277.0800000000004,0.0,3446.9660000000003,0.0,23329.488
2018-01-08 11:00:00,61884.42019538325,28119.125,43211.773,-0.0,0.0,16500.0,2627.4,0.0,3220.4680000000003,0.0,24443.904
2018-01-08 12:00:00,62367.37536688881,25246.536,43211.773,-0.0,0.0,15125.0,2408.45,0.0,2900.896,0.0,23967.792
2018-01-08 13:00:00,61771.951182840865,20781.068,43211.773,-0.0,0.0,12100.0,1926.7600000000002,0.0,2680.8540000000003,0.0,22633.631999999998
2018-01-08 14:00:00,61533.781509221684,13905.108,43211.773,-0.0,0.0,6600.0,1050.96,0.0,2753.4840000000004,0.0,21822.672000000002
2018-01-08 15:00:00,60806.04083982975,8052.0586,43211.773,-0.0,0.0,550.0,87.58,0.0,2940.17,0.0,22068.576
2018-01-08 16:00:00,60911.894028104936,7625.0214,43211.773,-0.0,0.0,0.0,0.0,0.0,3068.214,0.0,22256.928
2018-01-08 17:00:00,62625.39251330958,6785.3369,43211.773,-0.0,0.0,0.0,0.0,0.0,3356.0440000000003,0.0,22842.912
2018-01-08 18:00:00,64570.44484786621,6559.6386,43211.773,-0.0,0.0,0.0,0.0,0.0,3683.6859999999997,0.0,24234.624
2018-01-08 19:00:00,63657.461098992695,8818.4323,43211.773,-0.0,0.0,0.0,0.0,0.0,3936.0080000000003,0.0,25328.111999999997
2018-01-08 20:00:00,62327.680421285615,11572.033,43211.773,-0.0,0.0,0.0,0.0,0.0,4266.339999999999,0.0,26421.6
2018-01-08 21:00:00,59059.46323328911,16604.378,43211.773,-0.0,0.0,0.0,0.0,0.0,4528.884,0.0,27923.183999999997
2018-01-08 22:00:00,56181.579677057365,20765.528,43211.773,-0.0,0.0,0.0,0.0,0.0,4561.702,0.0,29173.631999999998
2018-01-08 23:00:00,53211.07458108483,23887.451,43211.773,-0.0,0.0,0.0,0.0,0.0,4493.376,0.0,29393.375999999997
2018-01-09 00:00:00,49367.28068184197,27340.687,43211.773,-0.0,0.0,0.0,0.0,0.0,4427.202,0.0,29068.992
2018-01-09 01:00:00,46509.24459841183,30191.623,43211.773,-0.0,0.0,0.0,0.0,0.0,4587.526,0.0,28901.568
2018-01-09 02:00:00,44564.192263855206,33796.889,43211.773,-0.0,0.0,0.0,0.0,0.0,4819.404,0.0,30329.904
2018-01-09 03:00:00,43538.7395024393,38168.416,43211.773,-0.0,0.0,0.0,0.0,0.0,4979.19,0.0,33516.191999999995
2018-01-09 04:00:00,43571.81862377529,41471.149,43211.773,-0.0,0.0,0.0,0.0,0.0,5165.338,0.0,36665.856
2018-01-09 05:00:00,44749.43534333679,44365.156,43211.773,-0.0,-0.0,0.0,0.0,0.0,4978.1140000000005,0.0,40924.704
2018-01-09 06:00:00,47693.477142240525,45081.482,43211.773,-0.0,-0.0,0.0,0.0,0.0,4866.21,0.0,44696.975999999995
2018-01-09 07:00:00,54395.307124913525,40470.556,43211.773,-0.0,0.0,0.0,0.0,0.0,4911.402,0.0,46742.688
